Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
"تحلیل تفاوت اثرپذیری تورم از پول درونزا و پول برونزا: رهیافت تحلیل طیفی
تورم, پول درونزا, پایه پولی, نقدینگی, علّیت طیفی","بررسی تبدیل نیروگاه های گازی ساده (SCGT) به چرخه ترکیبی (CCGT) و تأثیر آن بر میزان مصرف سوخت های فسیلی
راندمان, توربین گاز, چرخه ترکیبی, سوخت فسیلی, تولید برق","بررسی همگرایی بهره وری انرژی استان های ایران: رویکرد اقتصادسنجی فضایی
همگرایی, بهره وری انرژی, اقتصادسنجی فضایی, اثر سرریز, استان های کشور","بررسی عوامل مؤثر بر خوداشتغالی در اقتصاد ایران
نرخ بیکاری, خوداشتغالی, مخارج تحقیق و توسعه, نرخ باسوادی, پانل دیتا 
طبقه بندی JEL: E24، J23، Q16","تأثیر نااطمینانی شغلی بر تمایل به فرزندآوری در استان های ایران
نااطمینانی شغلی, بیکاری, نرخ باروری, استان های ایران","اثرات نااطمینانی نسبت به مخارج دولت بر مخارج مصرفی خانوارها در ایران
هزینه‏های دولت, نااطمینانی, مصرف, نوسان پویا"
"برآورد شکاف مصرف آب خانگی در استان‌های برخوردار منتخب: رویکرد پانل فضایی
تقاضای آب, داده‌های ترکیبی, جمعیت","تحلیلی از شکل گیری رانت درترکیب درآمد ها در بودجه شهرداری اصفهان با تأکید بر فروش تراکم
رانت‌جویی, شهرداری اصفهان, تخصیص بودجه, فروش‌تراکم","تأثیر سیاست های مالیاتی بر پویایی های رشد، سرمایه و مصرف، بر پایه یک مدل رشد بهینه مورد مطالعه: ایران و گروهی از کشورهای شرق آسیا
مدل رشد بهینه, بهینه سازی پویا, سیاست های مالیاتی, مصرف, رشد اقتصادی","اثر تورم بر عملکرد بازارهای مالی در ایران
توسعه مالی, بازار پول, بازار سرمایه, بازارهای مالی, : تورم, حد آستانه","نقش توسعه مالی در اثربخشی سیاست پولی در طی چرخه های تجاری: کاربردی از الگوی مارکوف-سوئیچینگ
سیاست پولی نامتقارن, رشد اقتصادی, توسعه مالی, الگوی مارکوف-سوئیچینگ","تحلیل رفتار ایران در سازمان اوپک: کاربردی از مدل های مارکف سوئیچینگ
ایران, اوپک, تبانی, رقابتی, مارکف سوئیچینگ"
"رویکرد تنظیم سقف قیمت در راستای ارتقای بهره وری در شرکت های آب و فاضلاب شهری ایران
تنظیم, سقف قیمت, شرکتهای آب و فاضلاب شهری, ایران, عامل x, کیفیت","تعیین ساختار واقعی تقاضا از طریق سیستم تقاضای تقریباً ایده آل باکس- کاکس آشیانه ای یا غیرآشیانه ای
دستگاه تقاضای باکس-کاکس, روش رگرسیون های به ظاهر نامرتبط غیرخطی, داده های ادغام شده, تقاضای تقریباً ایده آل, مناطق شهری ایران
طبقه بندی JEL:D1، D12، C01، C23، C51","تأثیر هزینه مبادله بر توسعه مالی در کشورهای منتخب اوپک
هزینه مبادله, توسعه مالی, داده های ترکیبی, اوپک","چسبندگی قیمت و دستمزد و سیاست پولی در اقتصاد ایران
مدل تعادل عمومی پویای تصادفی, کالیبراسیون(مقداردهی) در الگوهای DSGE, چسبندگی قیمت و دستمزد","بررسی کارآمدی اوراق مشارکت به عنوان ابزار سیاست پولی بانک مرکزی در ایران: رهیافت نظریه بازیها با رویکرد مدل استکلبرگ
تئوری بازی, مدل استکلبرگ, زیان اجتماعی, اوراق مشارکت","برآورد تأثیر کاهش یارانه‌‌های بخش کشاورزی بر تولید و اشتغال آن
ماتریس حسابداری اجتماعی, بیکاری, یارانه‌, تولید ناخالص داخلی, بخش کشاورزی"
"بررسی اثر کوتاه مدت آلودگی هوا بر مرگ‌ومیر در شش کلان شهر در ایران
مرگ‌ومیر, آلودگی هوا, قلبی-عروقی, تنفسی, سرطان, گوارشی","سنجش پایداری توسعه گردشگری در جزیره کیش
: توسعه پایدار, گردشگری پایدار, نقشه‏های سنجش پایداری, بارومتر گردشگری پایدار, جزیره کیش.

طبقه‏بندی JEL: C02","بررسی عملکرد طراحان بودجه در پیش‌بینی درآمدهای دولت در اقتصاد ایران
طراحان بودجه, درآمدهای دولت, خطای پیش‌بینی, معادلات رگرسیونی به ظاهر نامرتبط","برآورد شکاف تولید و تأثیر آن بر نرخ تورم در اقتصاد ایران
: نرخ تورم, شکاف تولید, فیلترینگ هادریک-پرسکات, منحنی فیلیپس نیوکینزی, آزمون پایایی HEGY, آزمون پایایی پرون.
طبقه بندیJEL:","تحلیل اثرات متقابل حکمرانی و توسعه در کشورهای صادرکننده نفت
حکمرانی, توسعه, کشورهای صادرکننده نفت, خاورمیانه","بررسی همگرایی ظرفیت مالیاتی استان‌های منتخب ایران با رهیافت اقتصادسنجی فضایی
ظرفیت مالیاتی, همگرایی, استان‌های کشور ایران, اقتصاد سنجی فضایی"
"ارزیابی رابطه هزینه‌های نظامی و درآمدهای نفتی: رویکرد همدوسی موجکی
بار نظامی, درآمدهای نفتی, رشد اقتصادی, سرمایه‌گذاری خصوصی, همدوسی موجکی, ایران","مسئولیت خسارت وارده به مصرف کننده کالای معیوب یا خطرناک در قوانین و مقررات جاری
: حقوق مصرف, کالاهای معیوب یا خطرناک, مسئولیت عرضه کنندگان, مسئولیت تولیدکنندگان. 
طبقه بندی JEL: K 13","اثرات رفاهی افزایش پوشش تأمین اجتماعی در اقتصاد ایران با استفاده از مدل تعادل عمومی قابل محاسبه
مالیات بر درآمد, تأمین اجتماعی, رفاه عمومی, ایران","نابرابری درآمد و جرم در ایران
توزیع درآمد, جرم, سرقت, بیکاری, طلاق, نسبت شهرنشینی","واردات قاچاق در ایران: برآورد شاخص، بررسی علل و آثار
قاچاق کالا, تحریم, نرخ ارز دوگانه, روش E-MIMIC","تأثیر ترجیح زمانی بر رشد اقتصادی
ترجیح زمانی, رشد اقتصادی, تعهد, عدم وجود تعهد"
"بررسی تأثیر تمرکز جغرافیایی صنایع و توزیع سطح تحصیلات شاغلان بر بهره وری نیروی کار، به تفکیک زیر بخش های صنعت مواد غذایی و آشامیدنی
بهره وری نیروی کار, تمرکز جغرافیایی, توزیع سطح تحصیلات شاغلان, داده های تابلویی","تخمین کشش های جانشینی آرمینگتون برای کالاهای منتخب
سازمان تجارت جهانی, کشش¬هایآرمینگتون, کششهایجانشینی, رقابتپذیری کالاها","بررسی تطبیقی اقتصاد بخش عمومی در الگوی اقتصادی قانون اساسی جمهوری اسلامی ایران و دولتهای رفاه
اقتصاد بخش عمومی, دولت رفاه, قانون اساسی جمهوری اسلامی ایران, مکتب اقتصادی, نظام اقتصادی, فرهنگ اقتصادی, عدالت اقتصادی","بررسی عوامل مؤثر بر سرمایه¬گذاری مسکن در ایران
سرمایه¬گذاری مسکن, الگوی خود توضیح با وقفه های توزیعی (ARDL), سبد دارایی","انباشت سرمایه های ملموس و ناملموس در ایران با تأکید بر نقش رانت منابع طبیعی
سرمایه ملموس و ناملموس, رانت منابع طبیعی, رگرسیون های به ظاهر نامرتبط","بررسی اثرات افزایش درآمدهای نفتی و مدیریت آن بر مسیر بهینه متغیرهای کلان اقتصاد ایران با تکیه بر مدل تعادل عمومی پویا
افزایش درآمدهای نفتی, مدیریت درآمدهای نفتی, صندوق نفت, بیماری هلندی, مدل تعادل عمومی قابل محاسبه پویا"
"بررسی اثر متقابل دموکراسی و امنیت حقوق مالکیت بر فساد مالی در کشورهای منتخب
دموکراسی, امنیت حقوق مالکیت, فساد مالی","انتخاب سبد دارایی ها در دوره رکود و رونق مسکن
ریسک, سبد دارایی, بازدهی انتظاری, مرز کارایی, مدل میانگین- واریانس, نرم افزار MATLAB","بررسی رابطه علّی میان شاخص قیمت تولیدکننده و مصرف کننده در اقتصاد ایران
شاخص قیمت مصرف کننده, شاخص قیمت تولید کننده, هم انباشتگی, علیت گرنجری, ایران","تعیین صنایع استراتژیک اقتصاد ایران
جدول داده- ستانده, اقتصاد ایران, : صنایع استراتژیک, تحلیل عاملی, تاکسونومی عددی","ارزیابی اثر تخصیص منابع صندوق توسعه ملی، به بخش‌های مختلف اقتصادی: تحلیلی در چارچوب الگوی اقتصادسنجی کلان ساختاری
صندوق توسعه ملی, الگوی اقتصادسنجی کلان ساختاری, رشد اقتصادی, شبیه‌سازی پویا, روش ARDL","بررسی آثار تغییرات نرخ ارز حقیقی مؤثر، صادرات و واردات بر تراز تجاری ایران
نرخ ارز حقیقی موثر, تراز تجاری, مدل تصحیح خطای برداری ( VECM )"
"بررسی عوامل مؤثر بر شدت صادرات صنایع تولیدکننده وسایل حمل و نقل ایران طی دوره (1393-1379) با تأکید بر اثر مالکیت خصوصی
شدت صادرات, مالکیت خصوصی, نرخ ارز حقیقی, صنایع تولیدکننده وسایل حمل و نقل ایران, رویکرد گشتاورهای تعمیم یافته پویا (GMM)","بیکاری و اندازه دولت: آیا رابطه قابل قبولی وجود دارد؟
نرخ بیکاری, اندازه دولت, مدل خودرگرسیون برداری و مخارج دولت","بررسی اثرات صرفه‌های ناشی از تجمع های صنعتی بر رشد اقتصادی در استان‌های ایران (1389-1379)
صرفه‌های ناشی از تجمع محلی, تجمع صنعتی, مدل جغرافیای اقتصادی جدید, رشد اقتصادی, روش گشتاورهای تعمیم یافته, استان های ایران","تحلیل منطقه¬ای رشد اقتصادی در ایران (با تأکید بر رهیافت 3D)
چگالی جمعیت, فاصله اقتصادی, ناهمگونی مذهبی, پراکندگی قومیتی","ارتباط میان بیکاری، توزیع درآمد و تقاضای مؤثر در ایران: رهیافت SVAR پساکینزی
اقتصاد پساکینزی, اشتغال, انباشت سرمایه, توزیع درآمد, ایران","اثر مالکیت دولتی بانک‏ها بر رابطه علّی توسعه مالی- رشد اقتصادی در ایران
توسعه مالی, خدمات مالی بانکی, مالکیت دولتی بانک‏ها, رشد اقتصادی, آزمون علّیت"
"ساخت سری زمانی بدهی دولت و برآورد نسبت بهینه بدهی دولت به تولید ناخالص داخلی و فضای مالی در اقتصاد ایران
بدهی دولت, رشد اقتصادی, کسری بودجه, فضای مالی","مقایسه مدل خود رگرسیونی واریانس ناهمسان شرطی تعمیم یافته و شبیه سازی مونت کارلو برای تخمین
 ارزش در معرض ریسک پورتفولیوی ارز
ارزش در معرض ریسک, مدل GARCH, شبیه سازی مونت کارلو, سبد ارز","اثر اندازه دولت بر روی نرخ بیکاری در ایران
نرخ بیکاری, اندازه دولت, همجمعی, آزمون کرانه ها","تأثیر تورم بر رشد اقتصادی در ایران با تاکید بر نااطمینانی
رشد اقتصادی, تورم, نااطمینانی تورم, شکست ساختاری, مدل واریانس ناهمسانی شرطی خود رگرسیو تعمیم یافته (GARCH)","تحلیل اثرات هزینه های تخصیصی دولت در حوزه سلامت و ممانعت از انتشار آلاینده ها بر رشد اقتصادی: رویکرد رشد درونزا
آلودگی هوا, هزینه های عمومی سلامت, رشد اقتصادی, توسعه پایدار","نظریه طراحی بازار و کاربرد آن در بازار نیروی کار پزشکی ایران (در بخش دولتی)
توزیع مناسب نیروی کار, نیروی کار پزشکی, طراحی بازار, تئوری تطبیق, نظریه بازی‌ها"
"نقش حکمرانی خوب در تحقق اقتصاد دانش‌بنیان در ایران (در قالب مدل مارپیچ چهارگانه)
اقتصاد دانش‌بنیان, مارپیچ چهارگانه نوآوری, حکمرانی خوب","بررسی منحنی زیست محیطی کوزنتس با ملاحظه پسماندهای جامد شهر تهران
پسماندهای جامد شهری, تخریب زیست محیطی, مدیریت پسماندهای جامد شهری, طرح تفکیک از مبدأ پسماندهای خشک
طبقه بندی JEL:, منحنی زیست محیطی کوزنتس","تأثیر نرخ های بهینه مالیات غیرمستقیم بر رفاه اجتماعی در ایران
نرخ بهینه مالیات بر کالاها و خدمات, سیستم مخارج خطی, رگرسیون‌های به ظاهر نامرتبط, هزینه نهایی رفاه اجتماعی","اثر سیاست¬های اقتصادی بر صادرات کشاورزی و صنعتی ایران
مدل تصحیح خطا, سیاست های اقتصادی, صادرات کشاورزی و صنعت","جایگزین سازی درآمد دولت از طریق درآمدهای مالیاتی با طراحی یک مدل تعادل عمومی پویای تصادفی (DSGE)
درآمد مالیاتی, درآمد نفتی, صندوق توسعه ملی, تعادل عمومی پویای تصادفی","تأثیر افزایش قیمت شیر بر خالص رفاه گروه‌های مختلف درآمدی شهری در ایران
یارانه, تغییر قیمت شیر, تغییر جبرانی, خالص رفاه مصرف‌کننده, گروه‌های مختلف درآمدی"
"طراحی ساز و کار برای یک بازار کارآمد پیوند کلیه در ایران
طراحی سازوکار, طراحی بازار, تئوری تطبیق, مدل مبادله کلیه کارا, الگوریتم به هم‌رسانی","نهادگرایی وتاثیر نظریه سرل در مورد نهادها برآن
: نهاد, نهادگرایی, نظریه سرل, زبان, گفتمان, شناخت

طبقه بندی JEL: B52","اندازه‌گیری هزینه‌های مبادله در اقتصاد ایران (مطالعه موردی: هزینه‌های سرقفلی واحدهای تجاری در شهر کرمانشاه)
هزینه مبادله, سرقفلی, اقتصاد نهادی, کرمانشاه, کارگاه خرده‌فروشی, اقتصاد ایران","تقاضای پول و حق¬الضرب در ایران: 86-1342
تقاضای پول, حق¬الضرب, پایه پولی, منحنی لافر","بررسی سهم درآمدی نیروی کار، مارک آپ قیمت و کشش جانشینی سرمایه و نیروی کار (مطالعه صنایع کارخانه ای)
سهم درآمدی نیروی کار, کشش جانشینی بین سرمایه و نیروی کار, تابع تولید CES, مارک آپ قیمت","غرامت‌های بیکاری منطقه‌ای در بازار مسکن استان‌های ایران
تفاوت‌های بیکاری منطقه‌ای, بازار زمین و مسکن, پانل دیتا"
"تأثیر غیرخطی ضریب نفوذ بیمه های زندگی و غیرزندگی بر رشد اقتصادی در ایران
ضریب نفوذ بیمه زندگی, ضریب نفوذ بیمه غیرزندگی, رشد اقتصادی, مدل رگرسیون انتقال ملایم","سازگاری اهداف زیست محیطی و اهداف بهره برداران کشاورزی
الگوی زیست محیطی, آب, کودشیمیایی, سموم, ریسک, درآمد, استان فارس","تأثیر شوک‏های پولی بر قیمت مواد غذایی در ایران
شوک‏های پولی, قیمت, مواد غذایی, ایران","بررسی عملکرد تعاونی های تولید در کشاورزی ایران
: تعاونی های تولید, مهاجرت, رضایت شغلی, مشارکت در تولید","بررسی تأثیر شاخص های حکمرانی خوب بر توزیع درآمد با به کارگیری پانل داده ها (مطالعه موردی: کشورهای منتخب جنوب غربی آسیا)
حکمرانی خوب, توزیع درآمد, پانل داده ها, جنوب غربی آسیا","تحلیل تعادل عمومی اثرات ورود نیروی کار ساده و خروج نیروی کار ماهر در بازار کار ایران
مهاجرت نیروی کار, اشتغال, تعادل عمومی, ماتریس داده‌های خرد"
"امکان پذیری تشکیل بازار مجوز انتشار و مبادله های آلاینده های زیست محیطی در صنعت آهن و فولاد در ایران
پیمان کیوتو, کنفرانس پاریس, بازار مجوزها, برنامه سقف انتشار و مبادله, گازهای گلخانه ای, صنعت آهن و فولاد","بـهبود عملکرد پیش‌بیـنی‌های مالـی با ترکیـب مدلهـای خـطی و غیـرخـطی 
خودرگرسیون میانگین متحرک انباشته و شبکه‌های عصبی مصنوعی
مدلهای خودرگرسیون میانگین متحرک انباشته (ARIMA), شبکه‌های عصبی مصنوعی (ANNs), مدل‌های ترکیبی, بازارهای مالی, پیش‌‌بینی نرخ ارز","مقدمه‌ای بر تبیین رابطه بین درآمدهای نفتی و بهره‌وری در ایران
دانش, نوآوری, اقتصاد دانش‌محور, بهره‌وری, رانت","بررسی و تحلیل تغییرات شاخص تورم در بخش عمومی و بخش سلامت کشور ایران
E31، سلامت, مراقبت های سلامتی, تورم

طبقه بندی JEL: I1","تأثیر افزایش قیمت حامل های انرژی بر هزینه تخریب آلاینده های هوا در ایران (رویکرد تعادل عمومی محاسبه پذیر CGE)
مصرف حامل های انرژی, انتشار آلاینده های هوا, هزینه تخریب, تعادل عمومی محاسبه پذیر","بررسی تأثیر متغیرهای کلان اقتصادی بر رفتار وام‌دهی بانک مسکن
نرخ ارز, نوسانات قیمت سهام, رفتار وام‎دهی بانک مسکن, مدل تصحیح خطای برداری (VECM)"
"بررسی رابطه جانشینی زمان و درآمد بر پایه رویکرد قابلیت انسانی (مورد مطالعه: معلمان مرد شهر تهران)
رویکرد قابلیت, زمان فراغت, فقر درآمدی, فقر زمان, مطلوبیت","کاربرد روش شناسی ترجیحات آشکار شده برای آزمون رفتار عقلایی خانوارهای روستایی
اصل تعمیم یافته ترجیحات آشکار شده, تابع مطلوبیت نئوکلاسیک, تئوری افریت, شاخص تعمیم یافته افریت","استخراج منحنی فیلیپس با استفاده از الگوی باز تعادل عمومی پویای تصادفی: مطالعه موردی اقتصاد ایران
منحنی فیلیپس کینزی جدید, تورم, اقتصاد ایران","تأثیر توسعه مالی و آزادسازی تجاری بر رشد اقتصادی در ایران
رشد اقتصادی, توسعه مالی, : آزادسازی تجاری, خود رگرسیونی با وقفه های توزیعی, علیت گرنجر. 
طبقه بندی JEL : .G11، C32، E44، F43","مقایسه مدل تصحیح خطا و رگرسیون فازی برای پیش بینی تولید ناخالص ملی در ایران
پیش‌بینی, رشد اقتصادی, مدل تصحیح خطا, رگرسیون فازی","بررسی رابطه بین کسری بودجه دولت و تراز تجاری در ایران در چارچوب یک الگوی اقتصادسنجی کلان ساختاری پویا
کسری بودجه دولت, تراز تجاری, الگوی اقتصادسنجی کلان ساختاری, شبیه‌سازی پویا"
"تجزیه و تحلیل اثر هدفمندی یارانه‌ها بر مصرف آب خانگی در مناطق شهری کشور (رهیافت سیستم معادلات تقاضا)
آب خانگی, سیستم تقاضای تقریباً ایده آل, هدفمندی یارانه ها, متغیرهای اقتصادی-اجتماعی","بررسی اثر ساختار سنی جمعیت بر پس انداز جامعه
پس انداز ملی, ساختار سنی جمعیت, فرضیه دوران زندگی, همجمعی","عوامل مؤثر بر نرخ مشارکت نیروی کار در بازار کار ایران
نرخ مشارکت نیروی کار, مدل لوجیت, عرضه نیروی کار, آموزش عالی, ایران","تأثیر اندازه دولت بر رشد اقتصادی در ایران
مخارج دولت, رشد اقتصادی, خود رگرسیون برداری.","برازش تابع تقاضای برق بخش خانگی شهرستان های منتخب استان تهران با استفاده از روش پنل پویا
تقاضای برق بخش خانگی, کشش‌های قیمتی و درآمدی, پنل پویا","عوامل مؤثر در توسعه صادرات خدمات با فناوری بالا در جمهوری اسلامی ایران
خدمات با فناوری بالا, صادرات خدمات, رقابت پذیری, ماندگاری, اقتصاد دانش‌بنیان"
"سیاست پولی و مالی بهینه با اعمال مساله رمزی
مساله رمزی, قاعده فریدمن, سیاست بهینه, تعادل عمومی پویای تصادفی, شبیه سازی","بررسی آثار تغییر فروض در مدل انتظارات و خنثایی پول لوکاس
خنثایی پول, رابرت لوکاس, منحنی فیلیپس, انتظارات","اثر باز بودن تجاری بر بهره وری کل عوامل تولید در صنایع بزرگ ایران
بهره‌وری کل عوامل تولید, باز بودن تجاری, مصرف انرژی, کارگاه های بزرگ صنعتی, داده های تابلویی","شکست ساختاری، مصرف انرژی و رشد اقتصادی ایران (1346-1384)
رشد اقتصادی, آزمون ریشه واحد زیوت– اندریوز, آزمون همجمعی گریگوری – هانسن, شکست ساختاری و مصرف انرژی.","تأثیر سیاست های پولی بر بیکاری در شرایط نااطمینانی تورم، موردکاوی تجربی ایران ٩٠-١٣٥٣
بیکاری, سیاست های پولی, نااطمینانی تورم, روش های GARCH","تحلیل اثرات تمرکززدایی مالی بر ارتباط متقابل رشد و توزیع عادلانه‌ی منابع مالی در استان‌های ایران (1380- 1386)
دولت‌های محلی, تمرکززدایی, تمرکززدایی مالی, توزیع عادلانه‌ منابع مالی, داده‌های تابلویی"
"ترجیح زمانی و اکنون‌گرایی در رفتار بین دوره‌ای جوانان ایران (مطالعه موردی دانشجویان دانشگاه مشهد)
رفتار بین دوره‌ای, اکنون گرایی, اقتصاد شناختی, اقتصاد آزمایشگاهی","ارزیابی گسترش اتحادیه تجاری «اکو»
ایران, تجارت بین المللی, اکو, مدل جاذبه","بررسی ارتباط میان سرمایه اجتماعی و توسعه انسانی در استان های ایران(1388-1379)
سرمایه اجتماعی, توسعه انسانی, خودرگرسیون برداری پانل دیتا","تحلیل‌های ساختاری بخش چهارم در اقتصاد ایران
پساصنعتی شدن, جدول داده – ستانده, بخش چهارم, ‌بخشهای اطلاعات اولیه, ‌ الگوی داده – ستانده متعارف, الگوی شبه‌ماتریس, حسابداری اجتماعی, ضرایب فزاینده تولید, ضرایب فزاینده درآمد و ضرایب فزاینده اشتغال.","بررسی تحرک مطلق غیر خطی در توزیع درآمدی ایران
نابرابری, پویایی درآمد, رویکرد شبه‌پانل پویا, تحرک درآمدی","بررسی اثرات اجرای مالیات بر ارزش افزوده بر تورم در اقتصاد ایران در سال 89
مالیات بر ارزش افزوده, تورم, مدل قیمت, داده- ستانده"
"بررسی اثر تغییر ساختار سنی جمعیت بر مخارج مصرفی دولت و پیش بینی تحولات آن به روش الگوی داده های ترکیبی با تواتر متفاوت
الگوی داده های ترکیبی با تواتر متفاوت, میداس, ساختار سنی جمعیت, مخارج مصرفی دولت","ارائه یک الگوریتم فرا ابتکاری جهت انتخاب سبد سهام با در نظر گرفتن محدودیت های عدد صحیح
مدل میانگین واریانس مارکوویتز, مرز کارا, برنامه ریزی کوآدراتیک, محدودیت‌های عدد صحیح, الگوریتم ژنتیک","بررسی تأثیر هدفمندسازی یارانه ‏ها بر بخش کشاورزی ایران (مدل‏سازی ناحیه‏ ای بخش کشاورزی)
ایران, هدفمندسازی یارانه‏ها, مدل‏سازی ناحیه ‏ای بخش کشاورزی, برنامه ریزی ریاضی مثبت, حداکثر بی نظمی","بررسی اثرات آزادسازی تجاری بر بخشهای اقتصادی ایران: مدل تعادل عمومی قابل محاسبه
آزادسازی, تعرفه, مدل تعادل عمومی قابل محاسبه.","بررسی اثر جبران خدمات بر بهره وری نیروی کار تعاونی های صنعتی کشور
بهره وری, تعاونی های صنعتی, جبران خدمات","انتخاب شاخص‌های ارزیابی در تحلیل پوششی داده‌ها با رگرسیون لجستیک
رگرسیون لجستیک, کارآیی فنی, کارآیی تخصیصی, کارآیی کل"
"آزمون فرضیه کائو و روبین برای اقتصاد ایران: روش رگرسیون هم جمعی کانونی (CCR)
اندازه دولت, هزینه مالیات, فرضیه کائو و روبین, ایران, رگرسیون هم‌جمعی کانونی (CCR)","مقایسه کارکرد مدل لاجیت و روش درختهای طبقه‌بندی و رگرسیونی در فرآیند اعتبار سنجی متقاضیان حقیقی برای استفاده از تسهیلات بانکی
: امتیازدهی اعتباری, ریسک اعتباری, مدیریت ریسک, مهندسی مالی و نمونه گیری بازگردان","بررسی همبستگی پویا بین دارایی های عمده در ایران با استفاده از روش DCC-GARCH
قیمت نفت, قیمت سکه, نرخ ارز, همبستگی پویا","تأثیر متغیر های کلان اقتصادی بر بازار بورس ایران
مدل تصحیح خطا, بازار سرمایه, متغیرهای کلان اقتصادی, مدل خود همبسته با وقفه توزیع شده, شاخص قیمت سهام بورس اوراق بهادار, تئوری قیمت گذاری آربیتراژ","بررسی تغییرات سطح فقر و تعیین میزان آسیب پذیری خانوارهای روستایی ناشی از افزایش قیمت جهانی مواد غذایی در ایران
مواد غذایی, رفاه, تغییرات متعدد قیمت, آسیب پذیری, فقر","مطالعه تطبیقی کیفیت زندگی شهری در ایران
کیفیت زندگی, شهر, مدل ترکیبی توسعه انسانی, مراکز استان ها, ایران"
"طراحی الگوی حذف محدودیت زمانی رأی در بازار سیاسی با استفاده از سازوکارهای بازار اقتصادی
بازار اقتصادی, بازار سیاسی, عدم محدودیت زمانی رأی, نظریه رأی دهنده عقلانی آنتونی داونز, الگوی پولی ساموئلسن","پیش فرضهای تقاضا از نظر برخی اقتصاددانان مسلمان و بازنگری آنها (تحلیل معرفت شناختی مطلوبیت)
تقاضا, مطلوبیت, شناخت, منفعت فردی, مصرف اجتماعی","مقایسه اختلاف منطقه‌ای بهره‌وری عوامل واسطه در تولید بخش‌های مختلف اقتصادی
بهره‌وری, عوامل واسطه, داده- ستانده منطقه‌ای","تاثیر سیاست های پولی بر فقر و توزیع درآمد
(مطالعه موردی اقتصاد ایران)
: سیاستهای پولی, فقر, توزیع درآمد, تورم","بررسی تأثیر نسبتهای مالی حسابداری بر نسبت کفایت سرمایه در شبکه بانکی کشور، مطالعه موردی: بانک های تجاری دولتی، خصوصی و اصل 44
کفایت سرمایه, اهرم مالی, بازده دارایی ها, بازده حقوق صاحبان سهام","بررسی اثرات ساختار بازار بر نوآوری و تحقیق و توسعه در صنایع کارخانه‌ای ایران
عناصر بازار, ساختار بازار, رفتار, عملکرد, نوآوری, تحقیق و توسعه, تمرکز, سودآوری, کارآیی, تبلیغات, صنایع کارخانه‌ای, سیستم معادلات همزمان, روش حداقل مربعات دو مرحله‌ای با جزء خطا"
"تجزیه پویای فقر در طی چهار برنامه توسعه ایران: بر اساس روش جدید تجزیه شش جزئی
تجزیه تغییرات فقر, پویایی های فقر, برنامه های توسعه ایران, روش تجزیه شش جزئی","کاربرد تکنیک TOPSIS در اولویت بندی مکانی استقرار صنایع تبدیلی کشاورزی در مناطق روستایی
صنایع تبدیلی کشاورزی, توسعه روستایی","اثرات متقابل سرمایه انسانی و نهادها بر فرایند رشد اقتصادی و اشارات آن برای اقتصاد ایران
سرمایه انسانی, نهادها, رشد اقتصادی","بررسی اثر کسری بودجه دولت بر مصرف و سرمایه گذاری بخش خصوصی در ایران
کسری بودجه, مصرف بخش خصوصی, سرمایه گذاری بخش خصوصی, اثر اولیه و اثر ثانویه","بررسی اثر اقتصاد زیرزمینی بر تقاضای واردات ایران به تفکیک گروه کالاهای واسطه ای، مصرفی و سرمایه ای
اقتصاد زیرزمینی, روش منطق فازی, تابع تقاضای واردات","بررسی تأثیر نهادهای خالق بازار و سایر نهادها بر رشد اقتصادی (رویکرد بین کشوری)
نهادهای خالق بازار, نهادهای تنظیم کننده بازار, نهادهای تثبیت کننده بازار و نهادهای مشروعیت بخش به بازار, GMM پویا"
"بررسی اهمیت کانال ترازنامه دیدگاه اعتبار در مکانیسم انتقال پولی اقتصاد ایران
کانال ترازنامه, دیدگاه اعتبار, مکانیسم انتقال پولی, رهیافت VAR ساختاری, قیمت دارایی ها",,"تأثیر نااطمینانی نرخ ارز واقعی بر بهره‏وری کل عوامل تولید در بخش کشاورزی ایران
بخش کشاورزی, بهره‏ وری کل عوامل تولید, نااطمینانی, نرخ ارز واقعی, ایران","بررسی اثر مالیات حقوق بر توزیع درآمد در ایران
توزیع درآمد, اقتصاد ایران, نرخ مالیات بهینه, مالیات بر حقوق, مدل های EGR","اثر فرصت های رانت جویی بر حجم سپرده های بانکی بخش خصوصی در اقتصاد ایران
کلیدی: سپرده های بانکی, رانت جویی, مدل رگرسیون خود توضیح با وقفه های گسترده, اقتصاد ایران","آزمون تأثیر فناوری‌های مهارت محور بر اشتغال نیروی کار ایران
تابع هزینه, اشتغال, تقاضای نیروی کار ماهر و غیرماهر, واردات فناوری, تحقیق و توسعه
طبقه بندی JEL: O3"
