title,abstract,keywords,issue_vol,issue_no,url
تدوین استراتژی اثربخش سازمانی در بخش دولتی : مطالعه موردی گمرک جمهوری اسلامی ایران,"
                    جهان در قرن بیست و یکم با رقابت سرسام آور، توسعه بازارهای نوظهور، عوامل محیطی نامطمئن، رواج تکنولوژیهای برتر و گسترش تجارت رو برو است. شرط توفیق در این شرایط بهره گیری از فرصتها و استقبال از چالشهای پیش روی است. تمام این موارد ایجاب می کند که محیط داخلی و خارجی سازمان بخوبی شناخته شود تا بتوان با انتخاب استراتژی مناسب در دنیای رقابتی امروز به حیات ادامه داد. از اینرو گمرک جمهوری اسلامی ایران نیز انجام یک مطالعه اساسی و همه جانبه تحت عنوان ""برنامه ریزی استراتژیک و تدوین استراتژیهای سازمانی و وظیفه‌ای"" را سرلوحه کار خود قرار داد. برای اطمینان نسبت به موفقیت برنامه ریزی استراتژیک در گمرک جمهوری اسلامی ایران مدل برنامه ریزی استراتژیک بازرگانی به مدل برنامه ریزی استراتژیک ویژه گمرک که یک سازمان دولتی است و سازمان های دولتی ویژگی های خاصی دارند تعدیل و استراتژی سازمانی و استراتژیهای وظیفه ای گمرک جمهوری اسلامی ایران براساس آن تدوین گردید.
                    ","مزیت رقابتی, : استراتژی, برنامه ریزی استراتژیک, گمرک جمهوری اسلامی ایران",10,2,https://ecor.modares.ac.ir/article-18-376-fa.html
برآورد موجودی سرمایه در زیربخش های کشاورزی ایران و چگونگی شکل گیری آن در برنامه های توسعه,"
                    در این مطالعه، موجودی سرمایه در بخش کشاورزی ایران به تفکیک برای هر زیربخش با استفاده از روش موجودی پیوسته، برآورد شده است. در نبود داده های آماری مربوط به متغیر تشکیل سرمایه ثابت در زیربخشها و نبود اتفاق نظر بر روی نرخ استهلاک کالاهای، روش غیرمستقیم برای برآورد موجودی سرمایه در زیربخش های کشاورزی ایران به کار گرفته شده است. در این روش از اطلاعات مصرف سرمایه در زیربخشهای کشاورزی در جداول داده – ستانده برای تعیین نرخ واقعی استهلاک و به دست آوردن موجودی سرمایه در هر زیربخش استفاده شده است.
بر اساس نتایج به دست آمده، موجودی سرمایه در سال 1385 در زیر بخش زراعت و باغبانی، 9/53374 میلیار ریال به قیمت ثابت سال 1376، در زیر بخش دامپروری، 6/24334 میلیارد ریال، در زیربخش جنگل و مرتع، 4982 میلیارد ریال و در زیربخش شیلات، 2/16374 میلیارد ریال می باشد. همچنین، نتایج نشان می دهد که بیشترین مقدار رشد سالانه موجودی سرمایه، هم، در گروه ماشین آلات کشاورزی و هم، در ساختمان کشاورزی طی سالهای برنامه سوم توسعه اتفاق افتاده است. کمترین رشد سالانه موجودی سرمایه در بخش ماشین آلات طی سالهای برنامه دوم، در بخش ساختمان طی سالهای برنامه اول و در کل نیز طی سالهای انقلاب و جنگ صورت گرفته است.
                    ",": موجودی سرمایه, ماشین آلات, ساختمان های کشاورزی, روش موجودی پیوسته, جدول داده-ستانده

طبقه بندی JEL : B41 C63",10,1,https://ecor.modares.ac.ir/article-18-12357-fa.html
بررسی و تحلیل تغییرات شاخص تورم در بخش عمومی و بخش سلامت کشور ایران,"
                    کنترل تورم همواره به عنوان یکی از مهمترین اهداف اقتصاد کلان در هر کشوری می باشد. تورم بالا و اثرات مخرب آن بر رفاه مردم، موضوعی است که سیاستگذاران اقتصادی و اجتماعی همواره سعی می کنند با استفاده از ابزارهای مناسب، اثرات آن را تعدیل و کنترل نمایند. تورم در نظام سلامت به موارد مختلفی از قبیل سالمند شدن جمعیت، مسائل بیمه ای (پوشش ناقص، مدیریت ضعیف و...)، بهره وری پایین (نیروی انسانی شاغل در بخش سلامت، عدم استفاده بهینه از تجهیزات و منابع نظام سلامت و...)، تغییرات تکنولوژیکی در ارائه خدمات سلامتی، رشد جمعیت، عدم تقارن اطلاعاتی بین گیرنده و ارائه دهنده خدمات سلامتی و تورم عمومی در هر کشور، نسبت داده می شود که این میزان تورم از تورم عمومی کشور بالاتر می باشد و این موضوع در مورد کشور ایران نیز صادق است.
علاوه بر موارد مذکور، برای درک بهتر تورم در بخش سلامت ایران می توان به مباحثی همچون تاثیر تغییرات تکنولوژیکی بر افزایش قیمت ها در بخش سلامت، تعرفه های رسمی و غیر رسمی در بخش غیر دولتی و نقش سازمان های غیر دولتی در تعیین تعرفه های پزشکی و پیراپزشکی اشاره کرد.
                    ","E31، سلامت, مراقبت های سلامتی, تورم

طبقه بندی JEL: I1",10,1,https://ecor.modares.ac.ir/article-18-12163-fa.html
بررسی عدم‌کارایی تخصیصی و آثار آن بر جانشینی نهاده‌ها در بخش صنعت,"
                    در تحلیل نئوکلاسیکی رفتار تولیدکننده، فرض می‌شود تولیدکنندگان با ترکیب بهینه عوامل تولید و حداقل‌سازی هزینه‌ها به دنبال کسب بیشترین سود هستند. پیش‌فرض این رفتار، وجود قیمت‌های بازاری است که در بازار رقابتی و فارغ از دخالت نیروهای غیربازاری شکل می‌گیرند و به عنوان معیاری از کمیابی عوامل تولید، عمل می‌کنند. اگر به دلیل انحرافات قیمتی، قیمت‌ها راهنمای غلطی باشند، در این صورت، نهاده‌ها به صورت ناکارا و بیش یا کمتر از حد کارا به کار گرفته شده و هزینه‌های تولید افزایش یافته و عدم‌کارآیی ایجاد می‌شود. 
این مطالعه با به کارگیری یک مدل سیستمی و با لحاظ انحرافات قیمتی در تخصیص منابع، میزان این عدم‌کارایی‌های تخصیصی را اندازه می‌گیرد. به این منظور از رویکرد تابع هزینه سایه‌ای استفاده شده و با محاسبه شاخص مربوط به عدم کارآیی تخصیصی، میزان انحرافات نسبی و انواع کشش‌ها، تحلیل واقعی‌تری از تخصیص منابع در صنعت کشور در طول دوره 85-1350 ارائه می‌شود. 
نتایج به دست آمده، حاکی از قبول فرضیه عدم‌کارآیی نسبی قیمت نهاده‌‌ها و وجود هزینه‌های فزاینده عدم کارآیی تخصیصی در صنایع ایران است.
                    ",": انحراف قیمت, عدم کارآیی تخصیصی, تابع هزینه سایه‌ای, بازار نهاده, بخش صنعت, کشش.
طبقه بندی JEL : C30",10,1,https://ecor.modares.ac.ir/article-18-12134-fa.html
بررسی منحنی زیست محیطی کوزنتس با ملاحظه پسماندهای جامد شهر تهران,"
                    طی سال های اخیر در میان مباحث مربوط به اقتصاد محیط زیست، فرضیه منحنی زیست محیطی کوزنتس که رابطه U وارونی را بین شاخص های توسعه اقتصادی و آلودگی برقرار می سازد، اهمیت فراوانی یافته است. در این کار، مطالعه منحنی فوق به صورت منطقه ای در سطح شهر تهران برای پسماندهای جامد این شهر صورت گرفته است. طی دوره مورد بررسی که سال های 1375 تا 1385 را در بر می گیرد، گرچه فرضیه منحنی مزبور به اثبات نمی رسد ولی اثر سیاست تفکیک از مبدأ پسماندهای خشک که از سال 1383 به اجرا درآمده بر روی شیب منحنی معنی دار ظاهر شده است.
                    ","پسماندهای جامد شهری, تخریب زیست محیطی, مدیریت پسماندهای جامد شهری, طرح تفکیک از مبدأ پسماندهای خشک
طبقه بندی JEL:, منحنی زیست محیطی کوزنتس",10,1,https://ecor.modares.ac.ir/article-18-11997-fa.html
"تحلیل تسرّی نوسانات قیمت مسکن بین مناطق مختلف شهر تهران با استفاده از الگوی خود رگرسیون فضایی تلفیقی 
 (SAR Panel) و الگوی تصحیح خطای برداری(VECM)","
                    مطالعات بین المللی محدودی در خصوص بررسی ارتباطات درونی قیمتها در بازار های مسکن و انتقال نوسانات قیمت از یک (چند) ناحیه پیشرو به سایر مناطق (اثر موجی) انجام گرفته که غالب آنها مؤید وجود ارتباط قوی بین قیمتهای مسکن در مناطق مختلف متعلق به یک محدوده جغرافیایی می باشد.
دلایل توجیه کننده چنین رابطه ای، شامل تفاوتهای ساختاری بین مناطق مختلف بویژه در کیفیت و زمان بندی واکنش به شوکهای اقتصادی، وابستگی های اقتصادی موجود بین مناطق، امکان انتقال و جایگزینی تقاضای مسکن بین مناطق و عوامل اطلاعاتی می باشد. 
مطالعه حاضر با بهره گیری از داده های فصلی قیمت مسکن در مناطق مختلف شهر تهران طی سالهای 1371 تا 1385 در پی تحلیل این روابط در تهران و کشف الگوی احتمالی تسری قیمتها بین مناطق و جزئیات مربوط به آن است. 
فرضیه مدل به وجود رابطه قوی قیمتی بین مناطق مجاور نسبت به مناطق دور دست و همچنین احتمال پیشگامی و پیشرانی قیمت در مناطق شمالی شهر و تأثیر با وقفه آن بر قیمت سایر مناطق اشاره دارد.
 نتایج تخمین مدل خود رگرسیون فضایی مؤید وجود ارتباطات فضایی (منطقه ای) بین قیمتهای مسکن و تأثیر پذیری مناطق از یکدیگر به هنگام بروز نوسانات قیمت می باشد. نقش دو متغیر اقتصادی، شامل حجم حقیقی نقدینگی و شاخص حقیقی بورس نیز بر قیمتهای مسکن قابل توجه و معنی دار دیده می شود. نتایج حاصل از مدل تصحیح خطای برداری نیز با تأیید وجود رابطه قوی قیمتی بین مناطق همسایه بویژه در شمال شهر، بر نقش متمایز دو منطقه یک و بویژه دو در تأثیر بر قیمتهای دیگر مناطق (به ترتیب مناطق شمالی و مرکزی) تأکید نمود.
                    ","بازارهای منطقه ای مسکن, اثر موجی, مدل خود رگرسیون فضایی تابلویی, مدل تصحیح خطای برداری
طبقه بندیJEL : R31، R12",10,1,https://ecor.modares.ac.ir/article-18-4934-fa.html
مقیاس رقابت پذیری بانکهای تجاری ایران با تاکید بر عملکرد بخش بین المللی,"
                    در این مطالعه، به منظور توسعه مقیاس بومی برای سنجش عملکرد در بانکهای تجاری کشور و همچنین بررسی وضعیت این بانکها بر اساس این مقیاس، پس از مطالعات نظری و اکتشافی از منابع داخلی و خارجی (الکترونیکی و غیر الکترونیکی)، یک مقیاس جامع ترسیم شده که نشان هنده ابعاد عملکرد بخش بین المللی با رویکرد جامع است. اعتبار مقیاس طراحی شده از سوی 50 نفر از خبرگان تأیید شده است. مقیاس تأیید شده از سوی خبرگان، در قالب یک پرسشنامه دو صفحه ای از 300 نفر از مدیران و کارشناسان بخش بین المللی بانکهای تجاری کشور نظرسنجی گردیده است. 
	یکی از یافته های این مطالعه ""مقیاس بومی سنجش عملکرد بخش بین المللی در بانکهای تجاری کشور"" است که در آن، نقش و اهمیت مؤلفه های اصلی به ترتیب (1) عملکرد مالی و (2) عملکرد غیرمالی است. یافته دیگر این مطالعه، نشان دهنده وضعیت این مقیاس در بانکهای مورد بررسی می باشد. بدین ترتیب که وضعیت عملکرد غیرمالی بخش بین المللی در کلیه بانکهای تجاری کشور مناسب بوده و عملکرد مالی بخش بین المللی بانکهای تجاری ملی ایران، صادرات، ملت و سپه مناسب بوده و تنها در بانک تجارت و رفاه نامناسب می باشد.
                    ","رقابت پذیری, عملکرد, عملکرد بانک, عملکرد مالی, عملکرد غیرمالی

طبقه بندی JEL: M21 و M31",10,1,https://ecor.modares.ac.ir/article-18-2763-fa.html
بررسی ریشه های مالی تورم در ایران (با تأکید بر کسری بودجه),"
                    همانگونه که بر همگان روشن است، افزایش سطح عمومی قیمت ها (تورم) به عنوان پدیده ای مهم و تأثیر گذار در اقتصاد هر کشور بوده و اهمیت آن، سیاستگذاران و اقتصاددانان را بر آن داشته است تا به ریشه یابـی دقیق و راه های معالجه این پدیده بپردازنـد. در این میان، ریشه های مالی تورم به عنوان بخشی از عوامل مهم و مؤثر بر این پدیده، همواره مورد توجه می باشند. از بین این عوامل نیز ارتباط کسری بودجه دولت با تورم از مهمترین مباحثی است که در سطوح اقتصاد کلان مورد بررسی قرار می گیرد.
سیاست کسری بودجه در بسیاری از کشورها به عنوان یکی از ابزارهای سیاست مالی بوده و در ایران نیز به طور مداوم از این سیاست استفاده شده است. لذا در این مطالعه به بررسی این مساله خواهیم پرداخت که یا تورم در ایران دارای ریشه مالی است و با تأمین مالی کسری بودجه در ارتباط است یا خیر؟ 
بدین منظور با استفاده از الگوی خودرگرسیون برداری (VAR) و توابع واکنش آنی(IRF) و تجزیه واریانس(VD) و همچنین آزمون هم انباشتگی ، روابط کوتاه مدت و بلندمدت میان متغیرها مورد توجه قرار گرفت و با استفاده از آزمون تئوری های موجود در این زمینه، رابطه میان تورم و عوامل مالی مؤثر بر آن با تأکید بر نقش کسری بودجه، طی دوره زمانی 1352 تا 1386 در ایران تجزیه و تحلیل شد.
نتایج حاصل از یافته های این تحقیق، حاکی از این است که عوامل مالی نظیر شاخص کالاهای وارداتی، درآمدهای نفتی و کسری بودجه، موجب افزایش تورم طی دوره مورد بررسی در ایران می شوند؛ در حالی که افزایش رشد اقتصادی تا حدودی باعث مهار تورم می شود.
                    ","کسری بودجه, C22، تورم, خودرگرسیون برداری(VAR)
طبقه بندی JEL : E31",10,1,https://ecor.modares.ac.ir/article-18-1271-fa.html
نهادگرایی وتاثیر نظریه سرل در مورد نهادها برآن,"
                    نهادگرایی در سالیان اخیر توجه خاصی را به خود جلب کرده است. البته نهادگرایی دارای نحله های گوناگونی است و با انتقاداتی نیز مواجه بوده است. در این مقاله با اتکا بر تحلیل مقایسه ای به بررسی نهادگرایی می پردازیم و تقسیم بندی جدیدی از نحله های آن ارائه می نمایم. سپس با توجه به این تقسیم بندی، انتقاد سرل به نهادگرایان در مورد غفلت از زبان و اثرات توجه به زبان به عنوان یک نهاد مهم را بررسی می نماییم.
یافته های ما نشان می دهد در نظر گرفتن زبان به عنوان یک نهاد، باعث ارتباط نظریه های نهادگرایی با نظریه هایی می شود که تحت عنوان نظریه های گفتمانی معرفی می شوند. این ارتباط می تواند منشا بهبود وتحولی مهم در نظریه های نهادگرایی باشد.
                    ",": نهاد, نهادگرایی, نظریه سرل, زبان, گفتمان, شناخت

طبقه بندی JEL: B52",9,4,https://ecor.modares.ac.ir/article-18-10176-fa.html
تحلیل روند تغییر تکنولوژی در صنعت سیمان ایران,"
                    در این مقاله، روند و اریب تغییر تکنولوژی در صنعت سیمان ایران با استفاده از رهیافت تابع هزینه دوگان مورد مطالعه قرار گرفت. این رهیافت در برآورد ساختار تقاضای عوامل با وجود تغییرات قیمت نهاده ها و وضعیت تکنولوژی، مفید شناخته شده است. یک تابع هزینه ترانسلوگ به همراه سیستم معادلات سهم هزینه با استفاده از داده های جمع آوری شده، برای دوره زمانی 1385-1355 به روش سیستم معادلات به ظاهر نامرتبط (SURE) برآورد گردید. 
نتایج نشان داد، نرخ تغییر تکنولوژی طی دوره مورد مطالعه 12/1- درصد بوده است. یعنی با گذشت زمان، نرخ تغییر هزینه واحدهای تولیدی کاهش یافته است. علاوه بر این، تغییر تکنولوژی در جهت استفاده بیشتر از انرژی و استفاده کمتر از عوامل نیروی کار، سرمایه و مواد بوده است.
                    ",": بهره‌وری, تغییر تکنولوژی, تابع ترانسلوگ, صنعت, سیمان.
طبقه بندی JEL: O33",9,4,https://ecor.modares.ac.ir/article-18-8749-fa.html
بررسی تاثیر هزینه‌های مختلف دولت بر اشتغال غیر‌کشاورزی و فقر در مناطق روستایی ایران,"
                    با تغییر جهت‌گیری برنامه‌ریزان اقتصادی کشورهای مختلف درطول دو دهه اخیر، رشد سریع اقتصادی جای خود را به توسعه، کاهش فقر و نابرابری داده است. این موضوع، حساسیت پیرامون ریشه‌ها و راهکارهای مواجهه با فقر را افزایش داده و با توجه به مطرح بودن مناطق روستایی به عنوان یکی از مهمترین کانون‌های فقر، توجه بیشتر به این مناطق را در پی داشته است. 
با توجه به مطالعات صورت گرفته پیرامون زمینه‌های وقوع فقر و آثار آن، نقش هزینه‌های دولت در کاهش فقر بسیار خطیر جلوه می‌نماید. در مطالعه حاضر، با استفاده از سیستم معادلات همزمان و اطلاعات سالهای (84-1360) به بررسی تاثیر هزینه‌های مختلف دولت، بر روی تولید محصولات کشاورزی، اشتغال غیر‌کشاورزی و فقر در مناطق روستایی ایران پرداخته شد. برای این منظور ابتدا کشش متغیرهای فوق نسبت به «سرمایه آموزش» و زیرساخت های روستایی مانند برق، مخابرات و جاده برآورد گردیده و در مرحله بعد، رابطه میان این زیرساخت ها با هزینه های دولت در فصلهای مربوطه تبیین گردید. در پایان، با به دست آوردن اثر نهایی هزینه-های دولت بر روی سه شاخص مهم مناطق روستایی (تولید، اشتغال غیرکشاورزی و فقر)، به تحلیل اهمیت هرکدام از هزینه های مذکور پرداخته شد.
نتایج، حاکی از معنی‌دار بودن تاثیر هزینه‌های دولت بر روی زیرساخت های روستایی و نیز معنی‌دار بودن نقش این زیرساخت ها در توسعه مشاغل غیرکشاورزی و کاهش فقر در مناطق روستایی بود.
                    ","زیرساخت های روستایی, فقر روستایی, اشتغال غیرکشاورزی.
طبقه بندی JEL: O18, هزینه‌های دولت",9,4,https://ecor.modares.ac.ir/article-18-6019-fa.html
برآورد تمایل به پرداخت بازدیدکنندگان مجموعه تاریخی پاسارگاد و تحلیل عوامل مؤثر بر آن: کاربرد روش ارزش گذاری مشروط (CVM),"
                    این مطالعه با هدف برآورد تمایل به پرداخت بازدیدکنندگان مجموعه تاریخی پاسارگاد با استفاده از روش ارزش گذاری مشروط(CVM) و شناخت عوامل مؤثر بر آن صورت گرفت. برای این منظور اطلاعات مورد نیاز از طریق تکیمل پرسشنامه در میان شهروندان اصفهان، شیراز و مرودشت جمع آوری گردید. این اطلاعات شامل اطلاعات اقتصادی- اجتماعی بازدیدکنندگان، تمایل به پرداخت آنها و اطلاعات مورد استفاده در تابع تمایل به پرداخت بود. عوامل مورد استفاده در تخمین تابع تمایل به پرداخت شامل جنس، تحصیلات، شغل و سن پاسخ دهندگان، درآمد، بعد خانوار، تمایلات زیست محیطی، فاصله و متغیر بیانگر تورش نقطه شروع بود.
با توجه به داده های به دست آمده برای تمایل به پرداخت افراد که به صورت مقادیردامنه ای، شامل سطوح صفر، 50-20، 100-50، 150-100، 200-150 و300-200 هزار ریال بود از روشهای پروبیت رتبه ای و توبیت استفاده گردید. بر اساس یافته ها، متوسط تمایل به پرداخت برابر با 114530 ریال به ازای هر خانوار به دست آمد. 
از میان عوامل یاد شده اثر جنس، بعد خانوار، فاصله و درآمد بر تمایل به پرداخت افراد حایز اهمیت آماری بود. در مورد متغیر جنس، مشخص شد که زنان در مقایسه با مردان از تمایل به پرداخت بالاتری برخوردار هستند. همچنین مشخص گردید افزایش بعد خانوار، فاصله و درآمد بر تمایل به پرداخت افراد اثر مثبت و معنی دار دارد. بر اساس تمایل به پرداخت افراد و تعداد بازدیدکنندگان، ارزش مجموعه در نزد بازدیدکنندگان داخل و مازاد مصرف کننده به ترتیب افزون بر 6640 و 6060 میلیون ریال برآورد گردید. بر اساس یافته های مطالعه، مشخص شد روش ارزش گذاری مشروط از تناسب خوبی برای ارزش گذاری کالاهای تاریخی برخوردار است.
                    ",": ارزش گذاری مشروط, تمایل به پرداخت, کالای تاریخی, مجموعه تاریخی پاسارگاد.
طبقه بندیQ57 : JEL",9,4,https://ecor.modares.ac.ir/article-18-2703-fa.html
بررسی کارآیی کشورهای اسلامی در بخش بهداشت و آموزش با استفاده از روش تحلیل پوششی داده‌ها (DEA),"
                    در کشورهای در حال توسعه، مخارج دولت به طور میانگین، 15 تا 30 درصد تولید ناخالص داخلی را تشکیل می‌دهد؛ به همین دلیل نیز، بحث کارآیی دولت از اهمیت فراوانی برخوردار بوده و کمترین تغییر در آن، تاثیرات قابل توجهی بر تولید و متغیرهای اقتصادی خواهد داشت.
مطالعه حاضر در پی بررسی کارآیی سیستم آموزش و بهداشت دولتی در برخی از کشورهای اسلامی (به همراه ایران) با استفاده از روش تحلیل پوششی داده‌ها (DEA) می‌باشد.
نتایج حاصل از به کار‌گیری داده‌های 24 کشور اسلامی و طبقه‌بندی کشورها براساس میزان مخارج صورت گرفته، در دوره زمانی سالهای2000 تا 2005 نشان می‌دهد که در بخش بهداشت، بالا بودن مرگ و میر کودکان زیر 5 سال، سوء تغذیه و پایین بودن نرخ واکسیناسیون در برابر بیماری‌های واگیر، از جمله علل مختلف پایین بودن کارآیی بخش بهداشت در ا‌ین کشورها می‌باشد. در بخش آموزش نیز کارآیی، غالبا تحت تاثیر نرخ‌های ثبت نام در مقاطع مختلف تحصیلی - ازجمله مقطع متوسطه - بوده است.
بررسی وضعیت کارآیی کشورهای مختلف در دو سال 2000 و 2005، نشان می‌دهد که کارآیی بیشتر کشورها در تخصیص هزینه‌های بهداشتی کاهش و در هزینه‌های آموزشی افزایش یافته است.
                    ",": هزینه‌های آموزشی, هزینه‌های بهداشتی, کارآیی, تحلیل پوششی داده‌ها.
طبقه بندی JEL: I18",9,4,https://ecor.modares.ac.ir/article-18-1735-fa.html
بررسی تأثیر به کارگیری دانش آموختگان آموزش عالی بر رشد اقتصادی ایران,"
                    عوامل متعددی بر رشد اقتصادی یک کشور موثر هستند. بر اساس نظریه های ارائه شده توسط اقتصاددانان، مدل های مختلفی برای کمی سازی ارتباط بین متغیرهای تأثیرگذار بر رشد اقتصادی طراحی شده است. یکی از این الگوها مدل های رشد درون زا می باشند که در این تحقیق مورد استفاده قرار می گیرند. در مدل رشد درونزای مورد استفاده در این تحقیق، رشد اقتصادی ایران به عنوان یک متغیر درونزا معرفی گردیده که تابعی از سرمایه گذاری در نیروی انسانی، سرمایه گذاری فیزیکی و بدهی های خارجی است. پیروزی انقلاب اسلامی و جنگ تحمیلی، به عنوان متغیرهای موهومی دراین مدل لحاظ شده است. مدل طراحی شده در این مقاله با استفاده از روش پنج مرحله ای یوهانسن برآورد شده است. 
	نتایج حاصله از به کار گیری این مدل گویای آن است که در بلندمدت تأثیرپذیری متغیر رشد از متغیر سرمایۀ انسانی به مراتب بیشتر از سرمایۀ فیزیکی است. جهت دستیابی به یک نرخ رشد اقتصادی بالا پیشنهاد می شود سرمایه گذاری در نیروی انسانی شدیداً توسعه یابد. علاوه بر آن لازم است که سرمایه گذاری در سرمایه های فیزیکی نیز گسترش پیدا کند. همچنین توصیه می شود جهت سرمایه گذاری در سرمایه های فیزیکی به جای جذب سرمایه های خارجی و دریافت وام از خارج، از پس اندازهای داخلی استفاده شود.
                    ","رشد اقتصادی, سرمایۀ انسانی, آموزش عالی, همگرایی, تصحیح خطای برداری.
طبقه بندی JEL: O53",9,4,https://ecor.modares.ac.ir/article-18-710-fa.html
تأثیر توسعه مالی و آزادسازی تجاری بر رشد اقتصادی در ایران,"
                    در چند دهه گذشته، سیاست آزادسازی اقتصادی در کشور، مورد توجه دولت قرار گرفته است و تاثیر آن بر رشد اقتصادی، یک بحث مجادله برانگیز بوده است. از این رو در این مطالعه بررسی تأثیر آزادسازی تجاری و توسعه مالی بر رشد اقتصادی در ایران مورد بررسی قرار می گیرد. دوره زمانی انتخابی 1352 تا 1386 و تکنیک اقتصاد سنجی مورد استفاده در این مقاله، روش خود رگرسیونی با وقفه های توزیعی می باشد. 
نتایج تخمین مدل بیانگر این است که رابطه بلندمدت بین متغیرهای مدل برقرار بوده و تأثیر آزادسازی تجاری و توسعه مالی بر تولید ناخالص داخلی مثبت و معنی دار می باشند. ضریب تصحیح خطا نیز در حدود 22/0 بوده که نشان می دهد تعدیل به سمت مقدار تعادلی یا بلندمدت در مدت زمان نسبتاً طولانی صورت می گیرد. با توجه به آزمون علیت گرنجر، علیت از متغیرها به تولید ناخالص داخلی نیز وجود دارد.
                    ","رشد اقتصادی, توسعه مالی, : آزادسازی تجاری, خود رگرسیونی با وقفه های توزیعی, علیت گرنجر. 
طبقه بندی JEL : .G11، C32، E44، F43",9,4,https://ecor.modares.ac.ir/article-18-2162-fa.html
تأثیر اندازه دولت بر رشد اقتصادی در ایران,"
                    جهان در حال دگرگونی است و همسو با آن آراء و نقطه نظرها درباره نقش دولت ها در توسعه اقتصادی و اجتماعی در حال دگرگون شدن است. بسیاری از پژوهشگران در تلاش اند که اثر مخارج دولت را بر رشد اقتصادی آزمون کنند. متأسفانه، برای تبیین این هدف، اغلب آنها از مدل های آماری خاص یا عمدتاً از مدل راتی رام (1986) که تابع تولیدی با محدودیت آماری داشت، استفاده می کردند. این مقاله با اهدافی از جمله جایگزین کردن یک چارچوب نظری بر اساس تابع تقاضای قراردادی ارکین بایرام (1990) و با استفاده از داده های سری زمانی دوره 84-1353 به تبیین تأثیر اندازه دولت بر رشد اقتصادی در ایران می پردازد. 
نتایج به دست آمده از این مقاله با استفاده از یک الگوی خود رگرسیون برداری (VAR) حاکی است که اثر مخارج دولت بر رشد اقتصادی مثبت برآورد شد که با مبانی نظری اقتصاد کینزی که در این مقاله ملاک عمل قرار گرفته و همچنین با نتایج اکثر مطالعات مشابه سازگار است.
                    ","مخارج دولت, رشد اقتصادی, خود رگرسیون برداری.",9,3,https://ecor.modares.ac.ir/article-18-6886-fa.html
تأثیر توسعه مالی بر فقر و نابرابری در کشورهای عضو اوپک (OPEC),"
                    رابطه علی بین توسعه مالی و رشد اقتصادی، از جمله روابط کلان اقتصادی می‌باشد که در مطالعات تجربی مکرراً مورد واکاوی قرار گرفته و همزمان با تکامل مباحث مرتبط با توسعه مالی، توجهات از رشد اقتصادی به دیگر جنبه های رفاه اقتصادی معطوف شده است.
در این تحقیق سعی شده با توجه به تحقیقات اولیه ای که ارتباط بین توسعه مالی و رشد اقتصادی و همچنین رشد اقتصادی و کاهش فقر را مشخص کرده اند، فرایند علت و معلولی که ارتباط دهنده توسعه مالی، رشد اقتصادی و فقر و نابرابری در کشورهای عضو اوپک است، طی دوره زمانی 1990 تا 2004 به بوته آزمون گذارده شود. 
مدل سازی داده ها و اطلاعات آماری در این تحقیق بر پایه مدل های پانل پویا (DPD) و پانل ایستا (SPD) قرار گرفته و روابط موجود بین متغیرها با استفاده از تخمین زن‌های، گشتاورهای تعمیم یافته (GMM) ، اثرات ثابت و اثرات تصادفی برآورد شده است. 
نتایج این مطالعه تجربی، حاکی از این است که توسعه مالی از طریق تأثیر بر رشد اقتصادی می تواند سهم بسزایی در کاهش فقر و نابرابری در این کشورها داشته باشد.
                    ","توسعه مالی, فقر و نابرابری, مدل های پویا و استاتیک پانل, گشتاورهای تعمیم یافته (GMM)",9,3,https://ecor.modares.ac.ir/article-18-5283-fa.html
شکست ساختاری، مصرف انرژی و رشد اقتصادی ایران (1346-1384),"
                    تبیین رابطه مصرف انرژی و رشد اقتصادی، می‌تواند نقش بسزایی در تنظیم و تدوین سیاستهای بخش انرژی ایفا کند. این رابطه می تواند حسب مورد در صورت وجود یا عدم وجود شکستهای ساختاری و تغییرات رژیمی تغییر کند، لذا توجه به وجود شکست ساختاری و تغییرات رژیمی در بررسی های تجربی امری مهم و ضروری بوده و عدم توجه به آن ممکن است به نتایج غیر قابل اتکا و گمراه کننده ای منتهی گردد. 
در این مقاله تلاش شده است با استفاده از داده‌های سری‌زمانی سالانه اقتصاد ایران طی دوره 1384-1346 رابطه بین مصرف انرژی و رشد اقتصادی با تأکید بر شکست ساختاری مورد بررسی قرار گیرد. در این راستا، از آزمونهای ریشه واحد زیوت- اندریوز برای تعیین تغییرات ساختاری به شکل درونزا و همچنین از آزمون همجمعی‌ گریگوری‌– هانسن جهت بررسی رابطه بلندمدت بین مصرف انرژی و رشد اقتصادی با تأکید بر شکست ساختاری استفاده شده است.
نتایج به دست آمده از تحقیق نشان می‌دهد که با در نظر گرفتن شکست ساختاری، رابطه بلندمدت مثبت بین مصرف انرژی و رشد اقتصادی ایران وجود دارد.
                    ","رشد اقتصادی, آزمون ریشه واحد زیوت– اندریوز, آزمون همجمعی گریگوری – هانسن, شکست ساختاری و مصرف انرژی.",9,3,https://ecor.modares.ac.ir/article-18-6941-fa.html
